제목,빈도_1등,빈도_2등,빈도_3등,빈도_4등,빈도_5등,빈도_6등,빈도_7등,빈도_8등,빈도_9등,빈도_10등,1990_0,1990_1,1990_2,1990_3,1990_4,1990_5,1990_6,1990_7,1990_8,1990_9,2000_0,2000_1,2000_2,2000_3,2000_4,2000_5,2000_6,2000_7,2000_8,2000_9,2010_0,2010_1,2010_2,2010_3,2010_4,2010_5,2010_6,2010_7,2010_8,2010_9,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29
Mr. A-Jo,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.30584694613724767,0.0,0.0,0.952080692766385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2623282000777267,-0.26501042541293873,0.4111490487786276,0.11737082504800388,-0.2162121087490093,-0.19815933904832317,0.30751917248236993,0.17572181164508774,-0.28607402394215264,-0.22652568292161007,0.33164700936703456,0.07311320442940564,0.3231839460631212,-0.11735468930786565,-0.30125612924762424,-0.11756480592081235,0.4225790118177732,0.4754147280539785,-0.3876930813704218,-0.19968934794444412,0.28816704026290346,-0.06951330509480266,-0.13906308855151847,0.009863427822433766,-0.05056648582796611,-0.17575658694619223,0.20630300778540828,0.5561261302215003,-0.341646833819825,-0.1401912966831809
악으로,6,6.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.8693779728553088,0.3109972175270685,0.31252542921617055,0.22313791048959694,0.0,0.0,0.0,0.0,0.0,0.0,0.8956890539494191,0.24372151602084036,0.17209653712731313,0.0,0.0,0.32973280572682695,0.0,0.0,0.0,0.3377571794490423,0.0,0.8399963054676405,0.2579232902351852,0.18570139283758955,0.0,0.2816324973858268,0.0,0.0,-0.13844646207988262,-0.3144218666425773,0.34351164466036216,0.06602482764848641,-0.28355298596833434,-0.23310497688763593,0.3108749555583511,0.2354086666214945,-0.27788135103349176,-0.15258974769285746,0.27038610090102466,0.06324930075289947,0.3016341862907367,-0.08719122240852033,-0.2868040057165282,-0.2259440923295915,0.40254493108950556,0.33568247097411325,-0.37594151097416345,-0.2589327468616622,0.20874468604368823,-0.16906157171885883,-0.10812497438097905,0.026466298738960177,-0.10658712372582937,-0.17356497438624502,0.1327793959488294,0.6325916437964354,-0.2830906757605927,-0.23659589099631245
비상,7,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.3067676119981883,0.26171833266448435,0.45659281766946,0.0,0.2462051100463949,0.7031452633521735,0.0,0.0,0.27182701823284516,0.0,0.25135021576019556,0.221095409019212,0.5439613139540178,0.22202193190090316,0.6270961426843306,0.0,0.2748257445821405,0.0,0.0,0.2719806569770089,0.2847856720142281,0.0,0.25719901345592044,0.5084222856433175,0.23416879554430847,0.6743938703949838,0.0,0.0,0.0,0.29087875604954777,-0.2331476841778772,-0.28439218722382525,0.3449581636868368,0.02671027702852985,-0.303782989971019,-0.29252516738577,0.26998069254521107,0.366260009737599,-0.33949842329278884,-0.23121534754207593,0.3066659060720083,0.07283836044987899,0.2240094118905778,-0.019223033449001954,-0.23433613689579316,-0.1113039604172308,0.4660320266686528,0.39743754139404425,-0.41363913966774546,-0.18101285497923167,0.23815251229367904,-0.19390646210988824,-0.06231160575388283,0.053654379051006,-0.03178914647552475,-0.08771614652645114,0.1308126873305894,0.5642069647865777,-0.3857965859359389,-0.21628728037737063
The Secret Garden,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4051738902926445,0.320325018838048,0.29016705229878426,-0.6831557750701904,0.5315268374979496,0.3803295325487852,0.01954774372279644,-0.3275454710237682,-0.13731087651103735,0.11036836914718151,0.8694789782166481,0.2136395163834095,0.14709968119859695,-0.9799247905611992,-0.297408577054739,-0.14816483296453953,0.4203129708766937,0.22636504657566547,-0.8545681163668633,-0.015662421006709337,0.024503073655068874,-0.4729430079460144,-0.36015671119093895,0.6409192979335785,0.3918760325759649,-0.08428975101560354,0.3601851332350634,0.4253562390804291,0.2661491371691227,-0.648471400141716
"Fly High (Feat. 정인, 하림(河琳))",6,6.0,6.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.27734318124405166,0.3960367519951762,0.0,0.8661909997620081,0.0,0.1262885696246231,0.0,0.0,0.0,0.24176946206394093,0.34143630717264783,0.8978095793518654,0.0,0.0,0.1375017621037792,0.0,0.0,0.0,0.0,0.0,0.2876230053509754,0.41416959792274927,0.8496569148849137,0.0,0.1543362495904038,0.0,-0.32194253939848677,-0.17801116573122833,0.31982642381066956,-0.05001438472849818,-0.3839678312293612,-0.20172823845193935,0.2528494684455486,0.2515421374217392,-0.32416971785446197,-0.11019129419291858,0.26606949287681625,0.07018549964299242,0.37731826552548087,-0.024852652217333134,-0.35450735898115315,-0.054407707723574,0.3650351255182893,0.32263480664159244,-0.4672349864187149,-0.20282346225128725,0.1757573378444739,-0.12894646524308392,-0.18840642660283125,0.07586032318381163,-0.10344294225797057,-0.06935758382762568,0.12328611879537885,0.5561118293983432,-0.2882263332891923,-0.26695992270341284
친구여 (Feat. 인순이),8,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,0.2995350099334603,0.0,0.0,0.0,0.12020018932743642,0.257462752591817,0.0,0.2502707336522937,0.0,0.8757329405788031,0.11572359142219485,0.0,0.0,0.10222062175820627,0.21653995077829633,0.2530638144243092,0.0,0.0,0.9301764082267763,0.0,0.13211803370017533,0.0,0.0,0.0,0.10863580531434434,0.2346490734572085,0.2139447852969663,0.0,0.9326899421269707,0.0,-0.2794975515360096,-0.2264316690563681,0.29963668724403353,-0.0010617722039389763,-0.3057996128926018,-0.2557220311337121,0.3939895258421541,0.26105753448643504,-0.37494927024539965,-0.14390863308528806,0.23318794053374156,0.07586251392331757,0.29689237910803334,-0.04395212311739589,-0.29898713948501715,-0.05625018142430693,0.3669280114229235,0.46738161200325296,-0.4080014579638744,-0.11507415766442183,0.2539637433846962,-0.07475587258495059,-0.1315946172968081,0.1451507811568037,-0.011519912599176643,-0.10639050300381366,0.1985916388206255,0.4619429160464128,-0.3551001094495225,-0.286420429396446
긴 하루,5,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.7596399391459822,0.0,0.0,0.5849163679248972,0.0,0.2842885952475667,0.0,0.0,0.0,0.0,0.8316879303937786,0.0,0.47939833191073233,0.28012930192773605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8081141214218797,0.0,0.5359592069975448,0.2443343921618615,0.0,0.0,0.0,-0.19633714132079924,-0.2583478980318264,0.3278867964701796,0.056523474157546404,-0.3875088720685906,-0.2265805138826922,0.23925854505419178,0.1911549658225677,-0.3221675902173889,-0.10362807057659935,0.3557049092940158,0.00062000044952718,0.2801499795168638,0.009937966984041311,-0.28624770012511697,-0.10638514390491226,0.45144268133703414,0.4048638769718646,-0.48088866665407465,-0.32288047709260825,0.22994628886657734,-0.019312602209134236,-0.13096989195845607,0.04071351778865964,-0.15776306934249415,-0.18357836188645,0.13121991565761468,0.5837886925717747,-0.46419436234497913,-0.3335903282794688
사랑은...향기를 남기고,5,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.24549052172991734,0.0,0.0,0.0,0.8244335417531368,0.0,0.0,0.5099448391474827,0.0,0.5786294450091124,0.16966010741616006,0.0,0.0,0.6015118054692292,0.0,0.4217813979346851,0.23049641626252154,0.0,0.20870748824018967,0.6637690642426451,0.0,0.1998236630355458,0.0,0.0,0.6549395918179736,0.0,0.19865470049744635,0.0,0.2259902079406892,-0.21268693048634804,-0.28046769581832526,0.32804994190756986,0.1009985660145735,-0.2843121957350401,-0.22795934567313178,0.3542625436839325,0.23624752354663583,-0.4320426557967865,-0.23000486478440804,0.3016835511159882,0.05869673131967954,0.190586178545274,-0.06779762779231628,-0.2709186504065406,-0.10779529141590875,0.41143430477111703,0.4356836230901916,-0.43187200366306344,-0.19609820088554247,0.24420811004976262,-0.14849804556058124,-0.06306023171987214,0.12771016952210393,-0.08041180461702954,-0.13967069263837842,0.1648143354188529,0.5014735591960036,-0.4517644265487035,-0.20428138961589415
그곳에 서서,3,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.41390414887081856,0.4489443802841342,0.0,0.0,0.7919168510385532,0.2930843547815936,0.0,0.0,0.0,0.36560952973283456,0.0,0.0,0.0,0.8834201903685429,0.0,0.32598637442564327,0.0,0.0,0.0,0.0,0.3859801147825203,0.0,0.0,0.8629902865509533,0.0,-0.2288155148906464,-0.2186361613302407,0.3258399229433218,0.06778420383025976,-0.2931961223842915,-0.2508144609799439,0.33004815017127176,0.1968283845873719,-0.3969619792729976,-0.19884569228716745,0.20130128718235277,0.04874028896235607,0.2782337775199928,-0.019850751774025743,-0.3053264762565959,-0.16839334347539328,0.3381425030747778,0.4368853622793474,-0.41753405442630703,-0.2218002468686212,0.24745205900928174,-0.13159228236128745,-0.18590253684669733,0.0636932877400382,0.011071891079402783,-0.14076964256607674,0.17318217273515818,0.5993556161305275,-0.29932615493254905,-0.2048391330436888
Sweety,9,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10010239029017015,0.0,0.0,0.0,0.0,0.9949771411737027,0.0,0.0,0.0,0.13130137011140816,0.0,0.10884808427199504,0.0,0.0,0.0,0.985348691965024,0.0,0.0,-0.2385559001316627,-0.3586924946401268,0.3099928379446889,-0.0523858228387932,-0.333389839126418,-0.20473763843914033,0.39725912859042484,0.20845519382128258,-0.3795584544238712,-0.19112729139160364,0.28346173468356334,-0.008312332886271178,0.2331327255582437,-0.17286752319390264,-0.27795379407082993,-0.17023759577423334,0.3596479987279357,0.34552295158306756,-0.3118722915727024,-0.140838076651562,0.2757217585031564,-0.33767565557112295,-0.052079383102439654,-0.009022037483130891,-0.08362088209833018,-0.23319114185093592,0.22056450068484992,0.4463655891362578,-0.4045270311219307,-0.3101868355734041
야상곡(夜想曲),7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5906824977379673,0.0,0.0,0.0,0.0,0.8069040753807334,0.0,0.0,0.0,0.5056510378845053,0.0,0.0,0.0,0.0,0.8627380992435206,0.0,0.0,0.0,0.0,0.0,0.5276783807357427,0.0,0.0,0.0,0.8494442456713123,0.0,-0.2711199774607041,-0.1922719106774464,0.24493341855965903,-0.036093639836550874,-0.3343434720865895,-0.283194625593513,0.3212940786207948,0.32218776483123546,-0.3854856322667448,-0.17350173376448383,0.1262129360862146,0.16518629118626085,0.3377498441906733,-0.04981341352251088,-0.33069358602444704,-0.13612407957699812,0.3332566668967081,0.2974289998621027,-0.47876390384806095,-0.17780387759421926,0.3718246549637727,-0.19276966286875377,-0.11066590242575262,0.17649861541794282,-0.07172196855002613,-0.1302064396092825,0.1311344542479682,0.4375680571021599,-0.35633076199278163,-0.2333705093467904
휠릴리,6,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.48022828935706446,0.0,0.0,0.7395434924111872,0.0,0.0,0.0,0.4716526401213629,0.4114344067144623,0.0,0.4452043134425129,0.0,0.513245888088699,0.0,0.0,0.0,0.41338435615770774,0.4452043134425129,0.44629071170537904,0.0,0.0,0.3983770357928951,0.0,0.5284249700126864,0.0,0.0,0.39382479289023636,0.45583924970369394,-0.20897296515683975,-0.22810957123655626,0.27952242716746306,0.04904783340871975,-0.30050327208253647,-0.21460455892387256,0.2746415124625288,0.18723964024214976,-0.37750699177825003,-0.2382368101520584,0.30662251971111265,0.013236177269048908,0.21113802885176033,-0.10849495769868936,-0.2965539595793172,-0.09847550074099212,0.3501320561238875,0.4506578521542652,-0.33246322593060873,-0.18195991280178228,0.2256495217261936,-0.07446195421520099,-0.01275893078456002,0.10357064864928683,0.046870554475644505,-0.20035332359213343,0.17177183359300577,0.6439179875562469,-0.29977780222261863,-0.30559661607908944
열정,6,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.10365802739181688,0.0,0.5589473827350027,0.39907904892708224,0.17314568775764422,0.6982759627892942,0.0,0.0,0.5704912565674998,0.0,0.10288605103678866,0.41993721301242576,0.2965258929546196,0.6237738204822063,0.0,0.0,0.0,0.10288605103678866,0.6428772550877196,0.0,0.0,0.095643014946421,0.44051195717927266,0.31716284301123615,0.5205202971161941,0.0,0.0,0.10943863791195288,-0.24209118665943682,-0.172744733425723,0.3780047825249043,0.0067085398649665675,-0.44374653460903907,-0.2688777423398176,0.27036652918642673,0.2692174486501116,-0.40836717233940645,-0.19889268471898747,0.26942579967665,0.04755820032661292,0.282953331181386,-0.06631673329909869,-0.34242780855528904,0.06683444272739891,0.46715876950331453,0.4350167788879972,-0.5060067442836056,-0.17289040067141326,0.2544435159841054,-0.1486886550121429,-0.10589494388288176,0.013217770199383229,-0.12223295145914037,-0.05860127982171908,0.19015231793484008,0.46020286443682623,-0.4858577329350609,-0.17996831652773937
광화문 연가,5,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24735549804957016,-0.20244628201522258,0.24469585749118225,-0.028906422229888647,-0.2828016905721439,-0.3590266803684442,0.3426797890144846,0.22969148072069917,-0.3389343797593661,-0.15351632298982662,0.22323486858411976,0.11248982708860675,0.2747667811649001,-0.11819364023192422,-0.30110029464830523,-0.030575982169450625,0.2830299288641823,0.3290169629794748,-0.3932464464203171,-0.1641142520405676,0.2661082617584211,-0.09299734725981303,-0.14189964331706742,0.16209334274349005,-0.09373344964975411,-0.11706101449773364,0.10989288294120975,0.5328572477821423,-0.26740534895140194,-0.3684479624032974
불치병 (Feat. Masta Wu),8,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.10748020176667633,0.2306893760758811,0.5795574060678713,0.7448296673380453,0.0,0.0,0.0,0.2111217604106518,0.0,0.0,0.12599026427526075,0.5142388099581529,0.6536053763790886,0.0,0.0,0.41743070137466387,0.2339707981571174,0.2519805285505215,0.0,0.0,0.0,0.11463708927964732,0.5279947374327533,0.6842687394108284,0.0,0.34591791157945195,0.22665426913095085,0.2623448646403216,-0.17002520107486274,-0.2709561986744069,0.3403927383871142,0.02893668013426025,-0.35487028289052625,-0.18885916832499625,0.26966393911645986,0.19960636923088315,-0.39229586913009706,-0.22080604358526532,0.2850306103060943,0.03644908700234635,0.25310856709779983,-0.07706337384591821,-0.2623724016999261,-0.11082029675939277,0.47618809308898585,0.4412404399658187,-0.5021113758864865,-0.2560930777853878,0.2794406969110701,-0.15315169601941878,-0.07642837276870615,0.003145245130479943,-0.018378515675496518,-0.18688014348078744,0.17135539021489493,0.5173766970323147,-0.4630287625078698,-0.1370780951176048
My Name,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22614684926533918,-0.16948520880910234,0.3364850022582286,-0.09859768971117265,-0.008569887053187288,-0.04485948186436104,0.17385853732372164,0.04563547650335032,-0.23951596921361093,-0.11403191018926509,0.48127967795493815,0.0032623924481588493,0.2287284051230468,-0.39244011587916167,-0.3110071364277547,0.026415950447799416,0.4217302623282853,0.42793147511985324,-0.5184974637899309,-0.09555183077624085,0.2080553384549027,-0.1949687141480796,-0.20068304073236404,0.19587764198626947,0.1709999389286418,-0.13329666541086152,0.1631041761581709,0.6119226762264488,-0.23683297721703256,-0.19740132545121014
그녀가 웃잖아....,6,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.214473450333291,0.0,0.0,0.4035212887362519,0.8643222802621566,0.0,0.210044529757844,0.0,0.0,0.34486037156882415,0.15167491437379796,0.0,0.304621047171979,0.6452966674051553,0.18853476633514943,0.0,0.0,0.0,0.5597489749965705,0.36404320379066185,0.0,0.1643895077446398,0.0,0.29933935213387936,0.6465612458457227,0.1473779598676194,0.0,0.0,0.55774804356184,-0.1947322743443591,-0.21288849700552723,0.3415689698498075,0.03659110450987808,-0.33829663448139197,-0.2788352440628741,0.27571717602808754,0.26834493929143516,-0.35103478314380887,-0.21987946309511447,0.29908946079538307,0.10965739902364173,0.28091459695456755,-0.07152928359250331,-0.26880103935481103,-0.030891263330381155,0.39871212290017866,0.4250677014222472,-0.45709364250716233,-0.21359585292197558,0.252910522070225,-0.12338565235000311,-0.07418364537362424,0.10523463075514883,-0.028755416304597423,-0.12582601929575,0.18611948584374557,0.5258694903734269,-0.39630994217036963,-0.18906342168338597
고래의 꿈 (Falling In Love Again) (Feat. 김영근),5,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.5446096246910259,0.0,0.0,0.8386896665000111,0.0,0.0,0.0,0.0,0.0,0.0,0.6552592906067631,0.0,0.7554040389576437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019887447384951,0.0,0.7985045718141951,0.0,0.0,0.0,0.0,-0.3188486720381443,-0.2680789100791305,0.3935489988970486,0.01879083551466465,-0.32380954656472877,-0.13553328823667665,0.29440476403625543,0.25006285495478814,-0.33684816155659636,-0.19744948719624306,0.2791572238803526,0.017687862960252265,0.26183276648117493,-0.04735664213615016,-0.3439786946477969,-0.23580162344146366,0.3716816461437251,0.4046152913250214,-0.32397003869780083,-0.17487986072559247,0.31465776034771303,-0.3369802337232207,-0.07443830022619159,0.011264312896908315,-0.1325521817477035,-0.1341984887830605,0.11221945568272644,0.5271973862382006,-0.34109618426454524,-0.2132462608235434
시간을 찾아서 (Feat. 이적),5,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.7723954659803938,0.32948402244496067,0.2874082924448249,0.3084383848062687,0.0,0.0,0.0,0.0,0.34221010987179995,0.0,0.4339198673234566,0.3816893104996283,0.4695353462620733,0.0,0.0,0.0,0.47444697934903324,0.0,0.0,0.4695353462620733,0.3472415076302104,0.7478018657704129,0.3136048683972225,0.309961733206091,0.0,0.0,0.0,0.0,0.0,0.35467085501126916,-0.23592062882821527,-0.24545929316523005,0.3164501157183567,0.04790760266284148,-0.29584005016967596,-0.25564753534724854,0.3937917517208861,0.25025054721371626,-0.3538602968650538,-0.14033760000981574,0.2538402773242331,0.09199801260257862,0.24151161510962993,-0.08051799944598426,-0.2803935882040991,-0.0728709472847792,0.3829194299998397,0.40043821317059075,-0.40047075749404915,-0.14685008933443125,0.27122109924323123,-0.1418593418713885,-0.08232622676984068,0.09869358007386891,-0.06230124705127144,-0.06855843287793863,0.17137825500332948,0.4971174656970878,-0.32600135694674187,-0.2796378561589253
이제서야,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3251462080388224,0.7053447677098981,0.47409525772733313,0.0,0.4147317068451582,0.4581111344324235,0.0,0.0,0.0,0.28573650161235503,0.5008976548557146,0.0,0.0,0.4602823032431812,0.49571219556973595,0.5111092423837337,0.0,0.0,0.0,0.0,0.3025862727993854,0.41383130698583015,0.0,0.45102325960783257,0.5220445943733417,-0.19699726383699928,-0.23988946159045363,0.2947330390059844,0.061840191239837645,-0.26601876395343,-0.23281028853772684,0.35224019536791845,0.21424411604354202,-0.3593647454589129,-0.15003193429736203,0.30091074022442793,0.03211067312093841,0.288333005759172,-0.05051963674283565,-0.28602019431026177,-0.03631311572741631,0.4309910064059591,0.44543890348570636,-0.43705782710119734,-0.2021221498590569,0.32550597345716387,-0.17480358092634138,-0.05347096960014274,0.07350431715116598,-0.05224676625153353,-0.10387413913037541,0.1752330509317649,0.5410896270579204,-0.3311559238936752,-0.2139920798281944
사랑의 時(시),5,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6347209047034885,0.5664750896223825,0.0,0.0,0.525580960433023,0.0,0.0,0.0,0.0,0.6153470135948064,0.5431357266906449,0.0,0.5712719450946094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7433001935934435,0.668958012287729,0.0,0.0,0.0,0.0,-0.17227491485600424,-0.2078732241055753,0.3851396895871304,0.02805554819763592,-0.3060392836975579,-0.25932798892407133,0.27750925564824946,0.3190240394231854,-0.4078148166363192,-0.14837307086454168,0.24299537643356858,0.09469507395815437,0.28906209800060434,-0.06782654546763711,-0.3070046926046362,-0.0932444194239555,0.4219571113733962,0.41712725187402844,-0.5224196663919357,-0.2005686253899395,0.34563293116683563,-0.021235105240404017,-0.1391047321001787,0.12746615655314508,0.01610182180060166,-0.08873457340800231,0.162909399607394,0.4457615364624169,-0.3660491598553329,-0.19129894187069948
오래오래,9,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.3033179328932313,0.0,0.0,0.0,0.9167723802011817,0.0,0.0,0.0,0.25985887417141884,0.0,0.2788063492065289,0.0,0.0,0.889630342320394,0.0,0.0,0.0,0.31846054022781994,0.17148690323995802,0.0,0.0,0.3018414305254137,0.0,0.0,0.8903805999202987,0.0,0.0,0.294925885839933,0.17068350818245975,-0.23964643572831404,-0.21758455159925968,0.31105443944928246,0.09595850023014524,-0.29292959460518625,-0.315035123273591,0.256450927024272,0.14573292676185337,-0.34499259152945794,-0.21924838961633009,0.25788853547283425,0.12620539776980877,0.17008673742622415,-0.023341884481868594,-0.3585761092738118,-0.0903589575612378,0.4649143696998716,0.45412104221704963,-0.5370535463297078,-0.32148694664796934,0.3017626566655725,0.023708197444886246,-0.09466527817579352,0.0876737378850997,0.010659681274076906,-0.14163392831823815,0.14578645010304717,0.5357690733448367,-0.5083719619928433,-0.22310455194804993
It's Raining,6,6.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8082401112026825,0.0,0.0,0.0,0.0,0.5888530569191905,0.0,0.0,0.0,0.7396165739610597,0.0,0.0,0.0,0.0,0.6730284715538446,0.0,0.0,0.0,0.0,0.0,0.7587297674640058,0.0,0.0,0.0,0.6514055111556977,0.0,-0.18486007350260641,-0.3131930194239118,0.33935200201986887,0.04436700899543157,-0.2234076913863198,-0.11231357253976722,0.30265840529394683,0.24583649713156827,-0.39507347480880456,-0.13853386042417207,0.22045207444974568,0.03118534467822469,0.2674663304837782,-0.058920801856985956,-0.32508872210312245,-0.18429079229262338,0.4208013750443325,0.3607454148413085,-0.432715570482898,-0.18995642619652311,0.1994262456532512,-0.20482316699944117,-0.054627759333477535,0.04728542345249331,-0.029741134780368755,-0.12507796768835788,0.1648817941330985,0.6360255521044497,-0.2490102953795316,-0.1561846707594831
Liquor Shots (술병에 숟가락),4,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.4476171691059928,0.0,0.0,0.8421697727967514,0.3006475406668163,0.0,0.0,0.0,0.0,0.0,0.4249978727264154,0.0,0.853557739394703,0.30135692077240567,0.0,0.0,0.0,0.0,0.0,0.0,0.9096002450550648,0.19072904080728303,0.0,0.34730140805005205,0.12502623386694176,0.0,0.0,0.0,0.0,-0.24922525593444417,-0.2561197323691465,0.3308304444769638,0.023034537857735547,-0.2729286849332935,-0.18945838239093868,0.3161425922253896,0.2317846957202075,-0.3536041113257806,-0.1167007908401237,0.2782870156556445,0.07794937612046694,0.2380892188047841,-0.1220582340821867,-0.3419453728617962,-0.13681404279318338,0.37897525493329176,0.32878086552609764,-0.43198277595665757,-0.21650460906028304,0.27192382759052586,-0.20782956775023606,-0.08865866533450185,0.14128147103068575,-0.045441879712263517,-0.07130386457759169,0.16308906608128518,0.4843669216630798,-0.2772069966005305,-0.24058706607726246
The Way U Are,5,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.3664782230084079,0.0,0.0,0.0,0.24614957615562957,0.0,0.8972759320404196,0.0,0.0,0.0,0.2993469913162917,0.0,0.0,0.2122605625455282,0.930234826470037,0.0,0.0,0.0,0.0,0.0,0.0,0.393655229128319,0.0,0.0,0.2580479120097498,0.8822963423291174,0.0,0.0,0.0,-0.27304306544655405,-0.3143838822786043,0.3983795790752368,-0.042481407064444095,-0.15928005682888316,-0.13433579953192776,0.3741382682112171,0.4058648637329131,-0.404143732597134,-0.09501177475634795,0.15869834137830272,-0.006510811270589926,0.26333486714136245,0.13445361272376308,-0.3179589618942631,-0.08483007970029738,0.326658607790257,0.36714276482365027,-0.4335934314876795,-0.2037285547147491,0.22138062631016348,-0.18313921247817463,0.06638303761884792,0.09875991374754639,0.08736375023336358,-0.33514480533967933,0.10170409719306808,0.7237458589848187,-0.30436470643999475,-0.3116013433283834
가슴에 지는 태양,3,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5411468517344117,0.0,0.0,0.5090706441009317,0.3634678947603464,0.0,0.0,0.5620482663002162,0.0,0.0,0.42373042800858385,0.0,0.42550611362304464,0.3004582027742079,0.0,0.5267048777546035,0.0,0.0,0.5212522535052255,0.0,0.0,0.5316682449744611,0.0,0.4840613923123119,0.3485178662591228,0.0,0.0,0.0,0.601289233777415,-0.20865401062528016,-0.2714175437289624,0.3999370521359881,0.053756861545053526,-0.3615662956058427,-0.2659779877666338,0.24745457076732022,0.26032728431631386,-0.3794530837992091,-0.1281825949518401,0.24691612598842677,0.16173852612206965,0.23435516802617062,-0.06876729213471675,-0.3249688976800736,-0.15278495834381492,0.39561860502502066,0.3470086757047677,-0.4426697376701567,-0.2534156445597793,0.22936084569089782,-0.17235030000454482,-0.09036858839753234,0.08617737542056007,-0.07937766203835009,-0.17082330973152024,0.045829290984037485,0.5867020603108369,-0.3579523157397354,-0.1954706791403163
고마웠다고...,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.2916314648213201,0.0,0.0,0.548690312660455,0.7835113461327432,0.0,0.0,0.0,0.0,0.0,0.2765188584685845,0.0,0.5553552779460273,0.7842944830666104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989274907684269,0.0,0.5443216093853459,0.7838088675302411,0.0,0.0,0.0,0.0,-0.258072916989033,-0.2400606308223271,0.3414889613234597,0.11307594777516476,-0.3170670079657944,-0.19359883338939854,0.2435405858587928,0.3199559596435326,-0.39924934207711643,-0.26329165501747187,0.32054623377668423,0.07122671291316936,0.21536646550521255,-0.05691910689276439,-0.22446790510197964,-0.13565033388028785,0.4834214733322946,0.42366274409904714,-0.4936923476322213,-0.22986630900058805,0.24897148043326126,-0.16350490413606167,-0.11252087950081814,0.05117885685503119,0.029912009822465932,-0.11587840119921942,0.13496513118706188,0.5056775228642836,-0.39776809475237,-0.11915715456735797
