제목,빈도_1등,빈도_2등,빈도_3등,빈도_4등,빈도_5등,빈도_6등,빈도_7등,빈도_8등,빈도_9등,빈도_10등,1990_0,1990_1,1990_2,1990_3,1990_4,1990_5,1990_6,1990_7,1990_8,1990_9,2000_0,2000_1,2000_2,2000_3,2000_4,2000_5,2000_6,2000_7,2000_8,2000_9,2010_0,2010_1,2010_2,2010_3,2010_4,2010_5,2010_6,2010_7,2010_8,2010_9,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29
얄미운 사람,11,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.3102598596479425,0.0,0.9201449948911564,0.2388974840135257,0.0,0.0,0.0,0.0,0.26478364908960433,0.0,0.3820222479531288,0.8575890130261562,0.2202037828477402,0.0,0.0,0.0,0.0,0.0,0.28712824256909053,0.0,0.0,0.3417362873331457,0.8656816859145293,0.22664708449728985,0.0,0.0,0.0,0.0,-0.14185973448194053,-0.07677519580186663,0.4105619423550694,0.0548139799255495,-0.17422758925655116,-0.11484234540225709,0.2536673729263297,0.10232538882362312,-0.30845416290047645,-0.3495359896962875,-0.050795318609843515,0.3631234094117806,-0.2458044870386589,-0.2601711231806915,-0.1489944557901727,-0.3585588080323722,0.3491035937427301,0.0026603441570617566,-0.36040096719787545,0.2891404474128599,0.5625143517063905,0.03317536314158407,-0.09603438584440172,-0.010928931218661266,0.48355744411684065,0.10924299625832945,0.07308793469804199,0.3509212004352514,0.3737772086711779,-0.07888086715933217
채워지지 않는 빈자리,3,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.2567376391260855,0.0,0.48067728531056514,0.0,0.5173229165049165,0.0,0.0,0.0,0.6598576604854085,0.0,0.24065102673377595,0.0,0.0,0.5119215204441261,0.0,0.0,0.0,0.8246353377330817,0.0,0.0,0.0,0.27257315372059915,0.0,0.0,0.5360294591533465,0.0,0.0,0.798984539769436,0.0,-0.12971288675593362,-0.04582963048754184,0.4415396334150353,0.1700617029415003,-0.15279318669156447,-0.07250604914450967,0.1846781532103951,0.17904328700859803,-0.3217945073202655,-0.37024026069588756,-0.0443281079453693,0.2638358926853618,-0.2598374487983214,-0.21618286344046528,-0.29573502225448955,-0.34463344461511114,0.30300093953170487,-0.13310838547988316,-0.3406764171212106,0.24193165098895897,0.6475112981892921,0.21559497734179367,-0.10546561426206215,-0.11640167349911723,0.4024408487854777,0.042553956570053425,0.24135592333166986,0.4287975251271918,0.36870682259669174,-0.19815098476042417
소중한 너 (Duet With 조규찬),9,7.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.19701699355704647,0.7733589864630303,0.09221631267761021,0.0,0.5954799190424162,0.0,0.0,0.0,0.0,0.0,0.1546253092472104,0.8559558980170318,0.0,0.4933867797074232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18416569487477316,0.8191181221932673,0.0,0.5432573043465384,0.0,0.0,0.0,0.0,-0.09817190585867959,-0.06326869577534643,0.4882527617920263,0.11087585362952714,-0.17324084554817162,-0.11191239024914217,0.1551896651439807,0.26742665747217104,-0.3104139245982629,-0.4053673319628133,0.07167541458472318,0.233274495064774,-0.3671360983714169,-0.21796964770000354,-0.24210543499565593,-0.24994044363790868,0.34712005287920145,-0.05982066679051986,-0.30746084504632976,0.3486062458478937,0.6018372579094242,0.13236242740908088,-0.16271829856194409,0.09179526683417898,0.4908620814482371,0.16047329061399854,0.1385277927688816,0.3685934497591327,0.32000986567022754,-0.109703035656518
추억속의 재회,4,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,0.7525361366604523,0.0,0.46964549555899,0.0,0.16848336358630464,0.0,0.0,0.0,0.4298090596020015,0.664361066651835,0.5843925031994694,0.0,0.0,0.13812675042104536,0.0,0.0,0.0,0.4450064899971868,0.0,0.6740958226743997,0.0,0.6087974136492044,0.0,0.0,0.13302579669099557,0.0,0.0,0.3965660958802327,0.0,-0.18290945760262528,-0.09855520534463119,0.4164093191728746,0.22938867324729545,-0.20358226598381138,-0.08122474212063771,0.18281220729804512,0.25326904381136245,-0.33176724270502067,-0.27945797743021156,-0.0060022178025608015,0.28672843158459493,-0.4664840877411859,-0.2230880461740408,-0.27188125815537334,-0.322291755365382,0.21201873492288717,-0.017827619801831545,-0.3233504955985134,0.17675596283976552,0.6077434894957131,0.049367928931074175,0.023517904140678295,-0.05428063347533667,0.383338513884613,-0.017693373444155128,0.09937987050456966,0.36417573865958686,0.4323552770258711,-0.23963697726349178
이 밤이 지나도록,12,12.0,12.0,10.0,6.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.07238192155474948,0.932138573328334,0.0,0.0,0.0,0.32505960373678916,0.0,0.1421787310533532,0.0,0.0,0.21934285729955336,0.0,0.0,0.8865492825281265,0.0,0.0,0.4073316592170709,0.0,0.0,0.0,0.0,0.23522537377046038,0.0,0.0,0.8534484998746518,0.0,0.46507492041202725,0.0,0.028152517723796615,-0.14089607828397996,0.38149708581695774,0.17840408600215285,-0.26633335677531,-0.15471471402968484,0.07362077069247451,0.29889253485997963,-0.32490609948327054,-0.37728299377715807,0.032699424263941866,0.10297245315104857,-0.2756138930531561,-0.0631297098017494,-0.3391947382486805,-0.32710571622166934,0.18760489512259984,0.0890260027792522,-0.477987449231971,0.2517841442283493,0.45885217884730867,0.09938720588660026,0.07191112540628879,-0.13430358165031459,0.43849365348038116,0.05840731464063273,0.11390038547962236,0.4127553901530702,0.6270126020828171,-0.28641342367525857
너에게로 또 다시,2,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6651152731877078,0.0,0.0,0.0,0.0,0.7467407002249447,0.0,0.0,0.0,0.0,0.7034181134199743,0.0,0.0,0.7107763063810472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7406905448179795,0.0,0.0,0.6718463491135788,0.0,0.0,0.0,-0.043986452804481393,-0.1033513944092222,0.3870334063397079,0.24356514667389823,-0.07950915466444414,0.024031710123918096,0.19095515649857336,0.34569838923997565,-0.2936718051367607,-0.32746496610343456,0.10456072826121675,0.3214408184905521,-0.22294584139535054,-0.31938390971207226,-0.24999754436191965,-0.34521947306443435,0.24571232354940206,-0.036294559284006475,-0.37711588842946975,0.2778319175370404,0.5395885014631709,0.05892789835629404,0.06466440222852055,0.124529736940978,0.3992684565362383,-0.06840406804055464,0.14148427686486087,0.30326191732158014,0.38629486118672324,-0.11312365371039229
슬픈 바다,12,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.45408976940002316,0.0,0.4897108203178495,0.699290611096407,0.0,0.2549086797703563,0.0,0.0,0.0,0.0,0.5546447102866786,0.45276488212496185,0.6394123064612749,0.28022332024877655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120686398591429,0.47169646185002484,0.6792305563583657,0.23223696359554918,0.0,0.0,0.0,-0.12358896403566177,-0.13267941062804312,0.3157916551863309,0.021770869484043942,-0.28366430432652123,-0.12480388836411294,0.24952957373716345,0.21737189323175699,-0.27888792293379083,-0.3519357935001608,-0.05870572422281839,0.3198675523744896,-0.30543352219683584,-0.3972062369066407,-0.13257604948012158,-0.23286877953796647,0.2575385175568954,-0.07411774712090846,-0.32845121138961986,0.25227614289542544,0.2875002435175702,0.11749646412499715,-0.025300156826233433,-0.1027821296811453,0.5483007440343499,0.059594625898171216,0.15626826642255764,0.3240445885749068,0.556892714870628,-0.21799828602752314
솔아 솔아 푸르른 솔아,3,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.43376043006078735,0.0,0.0,0.0,0.0,0.0,0.0,0.9010282400199677,0.0,0.0,0.37318673985808226,0.0,0.0,0.0,0.0,0.9277562488035831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11504696314858104,-0.08998340831109972,0.24171114729886706,0.1685281197794459,-0.2465083969220745,0.009123960389071286,0.2493689191725218,0.21283793319581132,-0.4029231860556386,-0.22650364937373635,-0.0683407833178838,0.24768758776851676,-0.19118641915194917,-0.2255003669680181,-0.2457554663079932,-0.37069774707990955,0.17219394889914177,-0.07655417871181712,-0.4069103587305907,0.1530972704799338,0.4496387813917615,0.09334749465977604,0.06389118631363311,-0.09129327751526778,0.4998110913191781,0.10663350367438838,0.13922174895097586,0.25518168274764763,0.4745842966279297,-0.10938144247682596
내일일기,5,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046371940394927716,-0.06468355769141652,0.44294401442353754,0.17893322891202465,-0.20791739630031175,0.0453457533777959,0.016656801754865665,0.27490609270873767,-0.23226480534696287,-0.2947522674141259,-0.05171876032462065,0.34390897029775314,-0.19931607903248963,-0.14021032277880044,-0.23208979290278478,-0.21117765288773238,0.28333701948827966,-0.107484118627577,-0.47586823790066546,0.2618875752963211,0.6124149615737213,-0.003780810269473613,-0.09509862210044916,0.1725380206775006,0.43367790447911997,-0.11860810898260438,0.09511256818499031,0.29921300266066503,0.5034893131119081,-0.329334733044279
한 여름의 크리스마스,4,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.513772686717282,0.43832440478427576,0.3823495530408829,0.0,0.41234294601089583,0.29440594197009834,0.0,0.0,0.0,0.37552176774590224,0.4417937572500604,0.38861542714778596,0.4780555130290895,0.39024395976647697,0.2755589051272701,0.0,0.0,0.0,0.4438875915938102,0.0,0.47577221569137806,0.0,0.42968504574010385,0.42469341177970266,0.3912100138813541,0.28166608918309205,0.0,0.0,0.4198404524073529,0.0,-0.09823339624563232,-0.08545867630908656,0.29144460237909886,0.10169332785441183,-0.19976365920372827,0.026110102552825823,0.22839477927380697,0.2248862537793642,-0.3418561820939811,-0.2690609432919341,-0.046966732403826573,0.2146291013666277,-0.33120755785197153,-0.23586702167034843,-0.19250623344681983,-0.2253101545732555,0.12556350492834395,-0.09906981759542209,-0.27307173027115506,0.25638047906266914,0.44145855433199294,0.10913042545448555,-0.01561243266075698,0.00978624242693619,0.580170220760412,0.07733783659018945,0.05069604914007319,0.3377290549078891,0.5014961961180319,-0.19355846298648705
내사랑 내곁에 (응답하라 1988 삽입곡),4,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6294431678328666,0.0,0.0,0.0,0.0,0.5410324844042872,0.0,0.0,0.557750077801743,0.0,0.0,0.0,0.0,0.0,0.6501474660181931,0.0,0.7598080497271152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07018337918098196,-0.019255821072196557,0.433636723591362,0.1598121563142355,-0.10013852140597873,0.11239291512865131,0.22963848395936065,0.23048052145168185,-0.30879413327438976,-0.31272869802601005,0.06615361249295332,0.3257847874409566,-0.15816822331871047,-0.2218381370717691,-0.1999362724028149,-0.20436203743970432,0.36920093572146057,-0.05230999547569871,-0.42378372994204194,0.298034823136562,0.6606640198536343,0.11875005306328758,-0.022869709291163894,0.15432720787633777,0.446648839545452,-0.03340212947696889,0.171646417525076,0.2403941179262632,0.40471281275405724,-0.19441474854040464
이별의 그늘,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.9341560399047878,0.0,0.0,0.0,0.0,0.3568648106908337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0847553098421605,0.0882054673351317,0.4801120475911703,0.16161775917290008,-0.12936830392382184,0.06973994211828122,0.1781785619124526,0.1565836453046955,-0.22480347442257478,-0.23153688300584183,0.07903794187014221,0.40508797764778137,-0.36674895520049117,-0.13370756603410985,-0.35081809026296024,-0.11024087420130363,0.2756224732662811,-0.1563707455214052,-0.3406575703840764,0.19357331353621404,0.7178442913000701,0.0633388426704485,-0.07955459821358567,0.11365449099541931,0.39281902205748637,-0.09129543671743243,0.1976280863564767,0.3725563579651176,0.4082091582603142,-0.27024941535887964
미소 속에 비친 그대,5,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.2952757731150359,0.4753223111134201,0.0,0.0,0.0,0.8287827932390457,0.0,0.0,0.0,0.0,0.36806913674140396,0.0,0.0,0.929798424702063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40349589621894666,0.0,0.0,0.914981454311763,0.0,0.0,0.0,-0.07889762430222926,-0.12212274144196457,0.3935072640888393,0.10132484840474809,-0.1689300220775402,-0.12936966793445903,0.14670197183061076,0.13499118618162,-0.31856432376168986,-0.2894830529941088,0.07336459451718098,0.30638575677018043,-0.3650849052404953,-0.21082441841836197,-0.21544391958642814,-0.2333527813681354,0.3084232563713281,-0.041622321141126045,-0.28872250741884364,0.18195759413479748,0.5735223799691362,0.10003287190871345,-0.03799997935055802,0.06454632533477399,0.5039773427455102,0.04251708996864983,0.07665257964883063,0.3912289072522673,0.45824693714789416,-0.2877424660773151
김성호의 회상,4,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.23578438131619822,0.6034772844282549,0.5264120990138088,0.0,0.18923549057557798,0.0,0.0,0.0,0.0,0.5170117250362248,0.18775392214181116,0.4954624377626521,0.6094934305868238,0.16584624122888098,0.0,0.0,0.0,0.0,0.5659312854299657,0.0,0.20762934398660404,0.0,0.5625500264127034,0.556014905295259,0.1707259816026449,0.0,0.0,0.0,0.5496613390025507,0.0,-0.0588363960028048,-0.04726015880768155,0.3582008348713661,0.1885831125626533,-0.17018418773559146,-0.11575859104251039,0.15312570166485062,0.12723762484203124,-0.3433933826725416,-0.3937174194685087,-0.007457227638826288,0.3029865096323192,-0.33852482349451246,-0.21102185740039267,-0.28038064265174084,-0.3321413151470238,0.19757630292261982,-0.153903597634655,-0.2931014088640824,0.2711252393682712,0.5729052051901817,0.048436776859332516,-0.013923676876182636,1.7884522596181468e-05,0.4417925090047306,0.04603044968299118,0.11556413312892205,0.4024821701494712,0.3442952463339115,-0.13028140215941802
삐에로는 우릴 보고 웃지,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.3186313139483522,0.0,0.5965577759652728,0.5994892059430201,0.4280252301730837,0.0,0.0,0.0,0.0,0.0,0.3767616912619478,0.0,0.7566810991806763,0.5343073480125087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40707809023801456,0.0,0.7412546790335981,0.533693666122213,0.0,0.0,0.0,0.0,-0.05532885652402757,-0.11787260302775343,0.45201538214591186,0.05727388515648708,-0.18340647582646827,-0.12877217869103794,0.09600876457333354,0.1890304476599878,-0.39865836306986674,-0.37058582377265875,-0.006705539038693401,0.21722045684443184,-0.3764805277468453,-0.1472805607801592,-0.28443366561976957,-0.38997362436018357,0.18151806855679187,-0.0073699853120660274,-0.3760347846947925,0.3031212747306891,0.529819013577112,0.11810175885616893,-0.07596846355099074,-0.041891296512224306,0.4273302414467637,0.09991653103538801,0.05517172049993361,0.4382550044798515,0.43986995250616273,-0.08302945694164701
너를 사랑하고도,5,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.6022675864939373,0.3231682009227716,0.0,0.5796762239867396,0.0,0.0,0.0,0.44363447061244243,0.0,0.0,0.7063802997465205,0.0,0.5089612416774381,0.0,0.0,0.0,0.49192004086048013,0.0,0.0,0.0,0.0,0.6686002211164481,0.0,0.5542881178673285,0.0,0.0,0.49572010924929333,0.0,-0.11684739081344257,-0.11271571951995914,0.3929767784365039,0.06713344654094221,-0.14216056207401884,-0.11990336558826836,0.163590292879639,0.23245236365538505,-0.3825867919270725,-0.32723663535822806,-0.02034647257015523,0.23707149010927728,-0.26398465464202064,-0.2494372463746307,-0.2676907834183011,-0.32932544336654246,0.23431923956700806,-0.09320958220632747,-0.3413270496142407,0.2774123900518235,0.5853606406081882,0.029125992971886363,-0.10413556974688415,-0.00270090947580886,0.47852924890402293,0.12187070976425377,0.1397690350940037,0.4000687846241312,0.3969675832389233,-0.0525686522337815
이별의 끝은 어디인가요,4,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.6596588674619539,0.0,0.4116823108108591,0.0,0.5907572508224672,0.0,0.2153455923508167,0.0,0.0,0.0,0.6957995961797008,0.0,0.0,0.6578355241615627,0.2882973206730292,0.0,0.0,0.0,0.0,0.0,0.0,0.7345752994087296,0.0,0.0,0.6420360024044303,0.2195197055280317,0.0,0.0,0.0,-0.11076411860994995,-0.09029302585154905,0.43852191837504506,0.22707588731178216,-0.1480227278412453,-0.08978282580418247,0.20333356806077063,0.19535771225179946,-0.4011348813905248,-0.43828155738966806,-0.05046331307052502,0.26621124969928395,-0.3906747517841203,-0.14276344841346145,-0.2907840725300567,-0.42912577864314827,0.2910877450568868,-0.028314162004140338,-0.42768240733338253,0.12176704799224224,0.5845433532127312,0.08556693848887724,-0.13443229769888734,-0.000204034083123718,0.3822591836963381,0.06141094008593687,0.22290262150844292,0.4250115949128355,0.27431191098211066,-0.1871778381921883
그대 슬픔까지 사랑해,3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25825134744268124,0.6609802607987262,0.0,0.0,0.2072669960254168,0.5919406241285673,0.3210265195328407,0.0,0.0,0.0,0.47181650923884305,0.6225365499091327,0.0,0.20838178429074838,0.5885698408963127,0.0,0.0,0.0,0.0,0.0,0.47639683607327815,0.0,0.6453737404604084,0.0,0.19586180813693713,0.5640717523656374,0.0,0.0,0.0,0.0,-0.1670344279092901,-0.06469576099120519,0.4489442039390697,0.16177547214658047,-0.21438969134846153,-0.022832691809847292,0.2416235249427914,0.3110199411098352,-0.26812936207074123,-0.325095569167067,-0.07077539627275922,0.3341119916397421,-0.2960144578037751,-0.29661738039816127,-0.20172070810461745,-0.36469544831882506,0.36366660093464065,0.0418632773353773,-0.4212827715913163,0.26656426900230784,0.6193721914554343,0.04252806264797554,-0.054088333719204566,0.10170757214483969,0.4383169342489803,0.009621759056565626,0.18840015089303694,0.2830809644587776,0.3469900840016849,-0.10289667097437333
너를 향한 마음,6,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.18321842535039357,0.0,0.8181067408138758,0.43898441410523076,0.2940943620618414,0.0,0.0,0.0,0.0,0.13391624107308947,0.0,0.0,0.9543348467627629,0.2596793324859274,0.0,0.0,0.0,0.0,0.14768765870565112,0.0,0.0,0.0,0.0,0.944309356744796,0.2899529137284661,0.0,0.0,0.0,0.15558646015833935,0.0,-0.010638858943459499,-0.17219942745315023,0.3880891591669565,0.1290632308270019,-0.18907485000160804,-0.18990068292492127,0.16643152899860617,0.12982156031192785,-0.3254063765052706,-0.3402573442484914,0.08791275780244046,0.162142658314432,-0.28482122521802605,-0.15548181558499136,-0.19767290782127306,-0.286481508199709,0.2849647547286677,-0.1437037448729781,-0.26104413103087837,0.3229104376521455,0.4725988458797156,-0.012533504291471228,-0.03149385678200388,-0.06669590683620288,0.5295149400740503,0.13357648859501828,-0.007226599885307881,0.38618225218301794,0.47046192295580025,-0.21122658476009068
날 울리지마,4,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.7268125974043066,0.0,0.0,0.4353538701493173,0.0,0.0,0.0,0.0,0.0,0.5312348407252828,0.24145842481605043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9704111649632602,0.0,0.17674821615741546,0.761272157330124,0.0,0.0,0.0,0.0,0.0,0.0,0.6238788107951018,0.0,-0.1002515569859899,-0.15011453016321788,0.4230894266317288,0.14646399883445543,-0.12659860803752906,-0.01427556648525561,0.19557072935524836,0.20929892852093823,-0.35730676229523367,-0.21218583643320918,0.05688977894163871,0.2618123060886481,-0.20521991507876927,-0.07356117161842742,-0.27513930508722517,-0.21281633699356123,0.2266103218150751,-0.13193905680591977,-0.3018065875706573,0.10108516388392264,0.591420996732028,0.08434048239430485,0.0598224802448075,0.05507075874669145,0.5484500181420829,0.17930161391652022,0.1236528324165432,0.3045211225863575,0.49675319418888686,-0.19262585849609487
만남,3,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15077196983694754,0.0,0.0,0.0,0.0,0.9885685677339162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058816665493779716,-0.0465167362191197,0.4271119893838962,0.002398651372641325,-0.0860764318663213,-0.1632132357193364,0.3991300000912613,0.3051609926391393,-0.2331758727423019,-0.4092797613599234,0.019233032336665526,0.40296878434407213,-0.136097515220576,-0.23658377991782295,-0.2608606017239961,-0.374271616505252,0.49270253422566584,0.018140046544269556,-0.5395536004669137,0.19419264896876282,0.5669255401525233,0.0876527885078556,-0.1686400068147729,0.08630646499287752,0.4957522635658582,0.0178186963001887,0.32346467405764595,0.26638655687371887,0.39372614589002397,-0.09962583027081565
흩어진 나날들,6,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.2836152472709263,0.0,0.9175902966006438,0.0,0.0,0.0,0.0,0.2785506041992979,0.0,0.0,0.35669960544898505,0.8735378801232335,0.0,0.0,0.0,0.0,0.331205319193919,0.0,0.0,0.0,0.0,0.32251225503696496,0.8912548695389103,0.0,0.0,0.0,0.3188269167967966,0.0,-0.11539738190670808,-0.14543301990657262,0.42984973002171173,0.11332081829280377,-0.17251049473449803,-0.03165071646588436,0.2068614682479613,0.1459217302609181,-0.37268010937217355,-0.3751353170128836,-0.025006638272948887,0.24741304795379224,-0.28775362540846283,-0.23633547084055084,-0.1937799537419409,-0.2474150879011638,0.286627649748023,-0.08670213769621932,-0.378358234691879,0.1791347905561544,0.579278914824776,0.17501159287665202,-0.12891752159465913,-0.002633657913817012,0.41147365637015604,0.09109901442475941,0.11782105377726797,0.4129770389501599,0.37079349111603654,-0.11956002737354973
친구에게,3,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015148591865519328,-0.20765548585248844,0.41950031981936525,0.41338223069241004,-0.14854349321519425,-0.04727360928830292,0.21143721183761954,0.23561177862575278,-0.3441025268818651,-0.35904095637878136,0.056302226946822236,0.15878409862385265,-0.2091247159987688,-0.22664490326340975,-0.15543711158846105,-0.40654417676393806,0.29118282456017497,-0.1724158818875107,-0.17291831723248055,0.35417077371052336,0.6288861472691808,-0.033325249828132134,-0.006270559072228414,-0.13941962451540998,0.26925184298306704,0.050644024940473695,-0.019851136254146695,0.29704819047557457,0.4818956639085497,-0.23154536360276065
어떤 이별,4,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.5912492530720829,0.6345118405742426,0.0,0.3414427163025702,0.0,0.33190478330958467,0.0,0.14517276333021667,0.0,0.0,0.8175774250549223,0.0,0.3534486068533189,0.4130648978711412,0.0,0.0,0.1897857384017948,0.0,0.0,0.0,0.0,0.8126617784274692,0.0,0.404231485483303,0.3685640735665228,0.0,0.20084387892867417,0.0,-0.1130131382184724,-0.15616102862570966,0.45866334021446253,0.2672103000361295,-0.2069537126947017,-0.19867499520824777,0.2452834208185474,0.31693751746345133,-0.36822551240523654,-0.42306186100246296,0.045286993274376505,0.18811747184511096,-0.32021280332645846,-0.2597471329250506,-0.1782882831813324,-0.3547535876610449,0.2534268305503896,0.03801659906804118,-0.21607899031091837,0.2467695391692576,0.6344436158736547,0.0600759044422635,0.023216176093445114,-0.02194008481455967,0.39767787135427907,0.07737625266114871,0.03434026696985321,0.2917873642983891,0.435354844445274,-0.2137512079927893
꿈에서 본 거리,5,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.20350248591319012,0.0,0.5934534133988559,0.0,0.7787167548938435,0.2560181872160768,0.0,0.0,0.0,0.15968557772535372,0.5598593875515628,0.0,0.0,0.7716946742407278,0.0,0.3017711041382238,0.0,0.0,0.0,0.0,0.1786541624915182,0.488671775347464,0.0,0.7988847144052821,0.0,-0.0008160371872239142,-0.13720377178499535,0.3790833149925343,0.22002025794941835,-0.20477721491043674,0.01698263844551296,0.10372838278377206,0.21579036389553696,-0.3567182552362294,-0.3692021049887129,0.023832872632961227,0.23031257950179512,-0.2696418855749305,-0.16008962830528617,-0.16900009746259115,-0.23512743628999722,0.21539284127805405,-0.1088669788774759,-0.3915811933858215,0.20674060358894322,0.5481595424642353,0.12277407048024097,-0.03808387223361704,0.03217102802628007,0.44235733071775557,0.007299037137707262,0.045190288017521486,0.3183593366810548,0.4694055581945668,-0.22672598915791092
외롭지만 혼자 걸을 수 있어,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7393467050993487,0.0,0.0,0.0,0.0,0.6733249213112021,0.0,0.0,0.0,0.6602682244656651,0.0,0.0,0.0,0.0,0.7510298740802246,0.0,0.0,0.0,0.0,0.0,0.6817209793050144,0.0,0.0,0.0,0.7316122650526111,0.0,0.04700223528780043,-0.1978125849324796,0.3084607545700338,0.10768814974774917,-0.09569930703275734,0.10118878330621454,0.19600720028910373,0.1585256791777081,-0.3139020432666358,-0.29329775604936814,0.04805563431647089,0.20353866948021782,-0.2601531565423809,-0.21791893872949814,-0.34583733305335046,-0.18021530128187604,0.14009924667576948,-0.05329773174081412,-0.2558884085052543,0.2855134493774838,0.6615249175164435,0.02110663317143917,-0.1177389245480299,0.11264902360012961,0.550691189037429,-0.018688465652263,-0.045355473479463,0.3761073374085956,0.4316951400703854,-0.165396567620337
내 마음 깊은 곳의 너,6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.7649347402613922,0.0,0.0,0.0,0.0,0.6441077884494462,0.0,0.0,0.0,0.0,0.7969886713313,0.0,0.0,0.6039942530931639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8268147894011657,0.0,0.0,0.5624742696581825,0.0,0.0,0.0,-0.03906759788116364,-0.03652332645836159,0.4624839298401589,0.16354596819601033,-0.16843019058443096,-0.05751782108962612,0.06974422233976577,0.18221697242203336,-0.33106216400294014,-0.27042405153720395,0.01375808045012902,0.28589835002610126,-0.3057526795407147,-0.10179986933577959,-0.2426235134321048,-0.27631622578387394,0.2906879821412699,-0.06779371495422436,-0.35071574776650294,0.3482143028754078,0.6536048557864477,-0.07555256962572059,-0.10247792378833441,0.032153623484789506,0.42283197972055986,0.08537018165703582,0.06666730245422214,0.38053062606653937,0.4895954673522956,-0.11462232544507882
